Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56
233.33,-9.0619,0.59186,1,-0.014818,0.11872,0.19132,0.20325,0.13985,0.15093,0.11753,0.13178,0.34988,0.10034,0.31391,0.02808,0.23102,0.18638,0.37508,0.51931,0.23301,0.53741,1.0939,0.17049,0.4177,0.30631,0.3494,0.21031,0.31009,0.32503,0.29753,0.28251,0.11033,0.44538,0.50918,0.42808,0.41486,0.55106,0.46709,0.22265,0.4307,0.15388,0.3185,0.14973,0.18377,0.29469,0.224,0.16878,0.24815,0.32774,0.1449,0.21125,0.50586,0.10926,0.38536,0.33327,0.32132,0.074311,0.031534,0.15824
233.5,-9.076,0.61499,1,-0.032322,0.083046,0.18772,0.19338,0.15103,0.16633,0.13329,0.18063,0.38876,0.12443,0.28046,0.039817,0.1897,0.19683,0.32734,0.48598,0.22939,0.50072,1.0513,0.18046,0.3514,0.33034,0.30661,0.19134,0.30409,0.27724,0.27156,0.24629,0.081116,0.39756,0.50058,0.40637,0.37008,0.51506,0.45561,0.23037,0.34391,0.14932,0.32242,0.14771,0.1426,0.23071,0.19276,0.16694,0.24272,0.30062,0.12281,0.22618,0.50633,0.14458,0.42296,0.28061,0.33684,0.08383,0.054145,0.16827
233.67,-9.0646,0.60273,1,-0.018359,0.049357,0.15834,0.16813,0.16227,0.16735,0.13973,0.19208,0.41808,0.14407,0.25606,0.022454,0.13433,0.19931,0.32907,0.44695,0.22801,0.48389,1.0088,0.19044,0.30051,0.35015,0.2644,0.16574,0.31809,0.24926,0.24616,0.25578,0.080949,0.41458,0.4058,0.41258,0.33206,0.48868,0.43926,0.2359,0.23231,0.17779,0.33822,0.1301,0.11532,0.16703,0.14387,0.17619,0.23386,0.29552,0.12124,0.24168,0.5046,0.1642,0.43061,0.25686,0.36491,0.091508,0.082948,0.16338
233.83,-9.0606,0.61085,1,-0.00054406,0.028121,0.11381,0.14289,0.17129,0.16267,0.14207,0.24014,0.46754,0.16128,0.25404,-0.0096818,0.10438,0.18476,0.33325,0.4351,0.22833,0.51052,0.97374,0.19435,0.30788,0.35444,0.2676,0.18812,0.32098,0.218,0.22676,0.23515,0.10397,0.45395,0.3021,0.41379,0.31643,0.50245,0.43072,0.2359,0.16051,0.23017,0.35333,0.12093,0.098135,0.16235,0.094974,0.20196,0.22501,0.29464,0.12512,0.25544,0.48814,0.15994,0.42166,0.2403,0.36179,0.082434,0.10313,0.16027
234,-9.0626,0.61202,1,0.019138,0.016967,0.11608,0.12009,0.17288,0.16805,0.12745,0.23557,0.4833,0.15754,0.3104,-0.041818,0.052438,0.17306,0.39504,0.42325,0.25412,0.57316,0.94537,0.21408,0.35767,0.34174,0.2891,0.22642,0.33993,0.2265,0.2353,0.23135,0.14645,0.52921,0.27281,0.43806,0.32047,0.52133,0.46113,0.23939,0.10829,0.2452,0.32062,0.11175,0.099436,0.24664,0.10181,0.22752,0.2012,0.30174,0.13656,0.25091,0.45824,0.1532,0.40599,0.24911,0.35867,0.082545,0.10073,0.1946
234.16,-9.0713,0.61812,1,0.0354,0.055509,0.11745,0.099851,0.16533,0.17648,0.11284,0.22972,0.49725,0.15144,0.35913,-0.05332,0.0030525,0.15287,0.42064,0.42507,0.2862,0.63872,0.96243,0.23405,0.403,0.30949,0.31511,0.26933,0.35631,0.25481,0.24384,0.21772,0.20807,0.64745,0.25558,0.4414,0.34818,0.54879,0.49155,0.21652,0.087676,0.25959,0.26014,0.13128,0.15806,0.35554,0.12822,0.24296,0.1868,0.31982,0.15212,0.24578,0.41742,0.13906,0.35251,0.26566,0.33737,0.062351,0.079411,0.21461
234.33,-9.0636,0.60616,1,0.046948,0.1204,0.14399,0.089575,0.14916,0.1805,0.095383,0.21784,0.49624,0.1313,0.38912,-0.056408,-0.0019792,0.13934,0.48432,0.4527,0.3138,0.67394,0.95867,0.25898,0.49323,0.28164,0.37112,0.32319,0.39285,0.27899,0.27865,0.22656,0.31855,0.81251,0.24813,0.48555,0.43427,0.60617,0.49649,0.18463,0.12394,0.26856,0.19641,0.1508,0.21561,0.48905,0.1727,0.26635,0.177,0.33952,0.16475,0.24199,0.38376,0.13055,0.29903,0.32234,0.29899,0.057887,0.072613,0.20546
234.5,-9.0747,0.61527,1,0.052642,0.18455,0.18367,0.10546,0.12484,0.18016,0.086921,0.214,0.47698,0.10996,0.39544,0.002027,0.0070338,0.12655,0.51407,0.47766,0.34334,0.68931,0.92379,0.2839,0.53078,0.25801,0.42603,0.36976,0.38977,0.34508,0.31346,0.25307,0.41527,0.93485,0.32686,0.5212,0.52905,0.64791,0.48273,0.13268,0.19653,0.28228,0.13512,0.1733,0.26904,0.57441,0.23314,0.27962,0.19538,0.37336,0.15732,0.23853,0.354,0.12682,0.27787,0.28251,0.24806,0.063209,0.073696,0.20718
234.66,-9.0711,0.60829,1,0.054486,0.21709,0.21279,0.10676,0.095062,0.17364,0.081694,0.21833,0.44509,0.10547,0.35039,0.11269,0.017987,0.10707,0.51821,0.46699,0.36559,0.69096,0.89904,0.29903,0.55004,0.22238,0.4446,0.36176,0.3852,0.40463,0.36163,0.3222,0.49429,1.0348,0.39187,0.56187,0.63938,0.63194,0.42156,0.08627,0.28733,0.27633,0.10781,0.1778,0.31792,0.63328,0.29257,0.2753,0.23812,0.42778,0.14575,0.23507,0.33921,0.14026,0.27405,0.24451,0.21531,0.08034,0.097155,0.2089
234.83,-9.0775,0.62489,1,0.059904,0.23122,0.1951,0.094466,0.070482,0.15705,0.10054,0.22047,0.40321,0.11179,0.29601,0.22334,0.061213,0.081201,0.50091,0.45367,0.36194,0.66622,0.91458,0.24479,0.52177,0.17523,0.44576,0.31638,0.37763,0.44862,0.39884,0.362,0.57882,1.1435,0.3796,0.60247,0.73003,0.60756,0.34539,0.035406,0.38428,0.28533,0.095763,0.18122,0.35625,0.62426,0.31449,0.26991,0.30447,0.49089,0.13152,0.24574,0.34378,0.1537,0.27229,0.21698,0.189,0.084282,0.12061,0.17319
234.99,-9.0771,0.61873,1,0.065322,0.19565,0.18664,0.083091,0.078585,0.15494,0.11938,0.20222,0.35508,0.11758,0.24926,0.29741,0.10444,0.066467,0.46139,0.4404,0.34696,0.64147,0.94416,0.18649,0.50966,0.14763,0.44557,0.26503,0.37268,0.49475,0.46253,0.41679,0.6442,1.2824,0.33831,0.63782,0.76616,0.5746,0.27373,0.024896,0.46327,0.28955,0.11461,0.18861,0.36752,0.64676,0.34643,0.26456,0.40288,0.58089,0.11772,0.27041,0.36546,0.16714,0.28131,0.15914,0.18088,0.10063,0.14772,0.12461
235.16,-9.076,0.61642,1,0.061812,0.17424,0.17566,0.071643,0.093041,0.15913,0.14814,0.17246,0.31787,0.12075,0.21728,0.36496,0.1028,0.046538,0.39184,0.42714,0.33272,0.66767,0.99457,0.12848,0.432,0.13068,0.43615,0.22323,0.34757,0.54482,0.50115,0.44834,0.64446,1.3745,0.30419,0.64469,0.75756,0.54252,0.28656,0.014387,0.50915,0.30324,0.13345,0.20079,0.36276,0.64898,0.36339,0.25915,0.49669,0.64399,0.10433,0.30551,0.39364,0.17988,0.29556,0.11304,0.20025,0.090868,0.14024,0.10518
235.33,-9.0758,0.61939,-1,0.056524,0.15407,0.18038,0.060194,0.095776,0.16924,0.16868,0.12635,0.23978,0.1233,0.20401,0.35003,0.090572,0.046659,0.32989,0.41654,0.31492,0.70587,1.0577,0.074083,0.39924,0.12574,0.42559,0.23851,0.34433,0.55298,0.55575,0.46249,0.63924,1.4611,0.27671,0.62348,0.74028,0.52607,0.3181,0.041468,0.54019,0.31215,0.1401,0.20722,0.3751,0.67668,0.37919,0.25319,0.54074,0.65271,0.091339,0.3212,0.4179,0.19172,0.31202,0.18514,0.20498,0.067017,0.13174,0.11119
235.5,-9.0788,0.62089,-1,0.051236,0.15838,0.19888,0.063326,0.09306,0.18648,0.18923,0.08843,0.25282,0.11021,0.19844,0.31694,0.064048,0.059815,0.29526,0.42698,0.29732,0.73847,1.1032,0.035229,0.35658,0.14561,0.41725,0.26085,0.35515,0.56043,0.5904,0.44175,0.62852,1.3558,0.26327,0.58761,0.69516,0.51838,0.36575,0.08817,0.51485,0.277,0.1314,0.21419,0.38257,0.69511,0.38697,0.24667,0.55499,0.63742,0.080747,0.32719,0.41418,0.20276,0.32774,0.25723,0.23323,0.043166,0.10711,0.13407
235.67,-9.0738,0.62115,-1,0.043587,0.17356,0.21737,0.081778,0.088737,0.20473,0.17609,0.076967,0.19728,0.097116,0.18917,0.26109,0.036657,0.076496,0.27032,0.44123,0.27971,0.73798,1.1297,0.050972,0.33299,0.18944,0.41,0.29946,0.36113,0.56579,0.60637,0.45357,0.59751,1.1683,0.27798,0.55175,0.65005,0.51398,0.41793,0.14233,0.48485,0.23838,0.199,0.22224,0.3958,0.70336,0.39476,0.23961,0.55299,0.61183,0.072828,0.33148,0.40454,0.19909,0.31185,0.31246,0.24989,0.023778,0.084852,0.1627
235.83,-9.0769,0.62997,-1,0.039261,0.17575,0.20618,0.0977,0.058617,0.20954,0.16295,0.093158,0.2103,0.10234,0.17989,0.22121,0.0092661,0.089652,0.27186,0.45811,0.28161,0.73626,1.1225,0.080979,0.29938,0.22785,0.40275,0.34219,0.3671,0.53692,0.5657,0.42659,0.56649,0.93323,0.29985,0.53038,0.64277,0.54475,0.46558,0.18248,0.4144,0.20323,0.2314,0.2294,0.36703,0.69031,0.38458,0.232,0.51892,0.54024,0.069465,0.32177,0.40611,0.19471,0.29595,0.33781,0.26655,0.0077132,0.061392,0.2075
236,-9.0739,0.63154,-1,0.048518,0.16378,0.18353,0.11099,0.029081,0.21346,0.13811,0.12689,0.21325,0.11777,0.17902,0.17897,0.009702,0.10528,0.29169,0.47883,0.28906,0.70368,1.1073,0.11099,0.34542,0.2721,0.39672,0.382,0.369,0.49882,0.55014,0.42267,0.53266,0.70198,0.31319,0.52426,0.61562,0.57465,0.47233,0.20112,0.37439,0.16713,0.26919,0.23176,0.3475,0.64988,0.36095,0.22553,0.45332,0.49155,0.070529,0.28286,0.4012,0.17051,0.27482,0.32474,0.26843,0.0051287,0.058252,0.25586
236.17,-9.0732,0.62975,-1,0.061708,0.14777,0.15783,0.12688,0.020359,0.20243,0.13321,0.17697,0.27533,0.13938,0.20466,0.16403,0.035748,0.11382,0.3238,0.4996,0.2933,0.6591,1.0793,0.13053,0.37349,0.3071,0.39291,0.36372,0.37458,0.46073,0.51861,0.39403,0.5752,0.47623,0.31987,0.52424,0.5792,0.5793,0.47586,0.20222,0.30994,0.13844,0.29948,0.20849,0.3159,0.60858,0.33309,0.27238,0.40283,0.46487,0.075897,0.18938,0.37841,0.14916,0.23835,0.26457,0.28335,0.0037286,0.05396,0.28919
236.33,-9.071,0.63097,-1,0.057536,0.14723,0.16521,0.14277,0.025807,0.19045,0.11891,0.17873,0.24228,0.15483,0.25349,0.13892,0.076672,0.12406,0.32861,0.502,0.30294,0.64237,1.0514,0.12572,0.408,0.32932,0.39153,0.31094,0.36921,0.46138,0.50935,0.39011,0.5242,0.42775,0.33469,0.53057,0.55575,0.58922,0.47253,0.18371,0.28993,0.1427,0.29488,0.20942,0.28919,0.56729,0.31553,0.32267,0.35734,0.43819,0.083432,0.10561,0.37794,0.12782,0.20188,0.2553,0.27023,-0.0086706,0.051528,0.30669
236.5,-9.0702,0.62791,-1,0.033384,0.14668,0.17268,0.13228,0.036172,0.19032,0.11818,0.18752,0.28089,0.17028,0.3077,0.17156,0.11356,0.12528,0.31408,0.50323,0.31302,0.69073,1.0392,0.11453,0.4181,0.33935,0.39729,0.29613,0.37906,0.46204,0.50009,0.38707,0.48933,0.41697,0.34174,0.51887,0.51837,0.60503,0.49686,0.14305,0.25201,0.17092,0.24656,0.20428,0.27719,0.54872,0.29797,0.3764,0.31946,0.41151,0.092728,0.028119,0.38673,0.123,0.21419,0.25058,0.25999,-0.02182,0.046714,0.31844
236.67,-9.0732,0.62136,-1,0.019238,0.16011,0.20069,0.11323,0.055906,0.1893,0.11746,0.18181,0.26083,0.15575,0.36192,0.20865,0.14288,0.12568,0.30703,0.4941,0.30862,0.73582,1.0606,0.086165,0.4274,0.35481,0.40912,0.24735,0.38891,0.486,0.5229,0.41034,0.45446,0.40619,0.362,0.52594,0.49243,0.58568,0.5212,0.094818,0.24335,0.19566,0.24452,0.20003,0.28908,0.5469,0.29643,0.43355,0.27854,0.40464,0.10178,0.027988,0.37812,0.12076,0.25864,0.27102,0.24873,-0.034969,0.060959,0.3201
236.83,-9.0734,0.62393,-1,0.001597,0.17455,0.23724,0.087669,0.075055,0.18828,0.12489,0.18899,0.25083,0.14122,0.38274,0.24808,0.13744,0.11229,0.29223,0.41183,0.28593,0.79115,1.0664,0.057801,0.38502,0.34551,0.43517,0.23731,0.40284,0.49185,0.53662,0.40743,0.45999,0.42512,0.36859,0.50953,0.48993,0.56531,0.51684,0.068103,0.20543,0.22318,0.2371,0.19419,0.31028,0.57904,0.30833,0.49254,0.30435,0.41814,0.11059,0.067887,0.35638,0.13314,0.3031,0.29898,0.23718,-0.033118,0.074936,0.31566
236.99,-9.0645,0.60742,-1,-0.016044,0.19252,0.27388,0.059503,0.089945,0.19292,0.12443,0.19616,0.23691,0.11479,0.34937,0.26161,0.11699,0.092591,0.29846,0.27814,0.26807,0.84649,1.0724,0.036279,0.38051,0.33728,0.46123,0.19978,0.41597,0.50658,0.55033,0.40684,0.40881,0.38375,0.37519,0.49602,0.49802,0.54756,0.5157,0.08709,0.22754,0.24329,0.19644,0.21127,0.32645,0.60863,0.31576,0.50167,0.34262,0.43523,0.11918,0.18084,0.35251,0.14082,0.33149,0.31482,0.22573,-0.024899,0.094517,0.30993
237.16,-9.0568,0.59856,-1,0.017146,0.18974,0.2743,0.041724,0.10158,0.19757,0.15163,0.23547,0.2366,0.094519,0.31414,0.26074,0.089203,0.083294,0.27136,0.11974,0.27406,0.86077,1.0857,0.029467,0.37599,0.32905,0.4573,0.23608,0.40461,0.48327,0.53849,0.44649,0.45117,0.35693,0.35708,0.48251,0.49974,0.52792,0.49861,0.11154,0.24964,0.27029,0.17204,0.20364,0.34262,0.63823,0.3219,0.51082,0.38145,0.48803,0.12754,0.27598,0.3563,0.15485,0.34413,0.27977,0.21269,0.0098748,0.11462,0.29676
237.33,-9.0504,0.58086,-1,0.017987,0.18257,0.27472,0.03849,0.13053,0.18935,0.17725,0.2413,0.25205,0.0661,0.28721,0.30445,0.052924,0.083013,0.24619,-0.05676,0.28146,0.86778,1.0873,0.015407,0.42869,0.33151,0.44424,0.21608,0.38325,0.45995,0.52664,0.46837,0.4922,0.33012,0.33897,0.51003,0.5563,0.50239,0.449,0.15512,0.30902,0.26601,0.17219,0.21182,0.33393,0.65527,0.34895,0.53564,0.42015,0.54083,0.1357,0.34838,0.35234,0.17421,0.33961,0.23189,0.17081,0.062654,0.16106,0.26875
237.5,-9.0434,0.57325,-1,0.0055001,0.1744,0.27505,0.042864,0.17276,0.18768,0.21131,0.24863,0.26387,0.049958,0.29842,0.34372,0.02421,0.080046,0.22102,-0.2229,0.32477,0.85456,1.071,0.019981,0.48872,0.33396,0.42552,0.2462,0.35767,0.44372,0.51289,0.48707,0.50941,0.33834,0.33445,0.51859,0.60143,0.50939,0.3994,0.16716,0.33127,0.26607,0.17673,0.22,0.28629,0.65562,0.3754,0.55863,0.42927,0.57782,0.14365,0.34343,0.34986,0.19723,0.30912,0.18776,0.13168,0.11543,0.19083,0.24752
237.66,-9.0435,0.5634,-1,-0.0069873,0.16579,0.27407,0.066181,0.22198,0.18783,0.25148,0.20184,0.26867,0.033817,0.33462,0.37012,0.017882,0.08694,0.20361,-0.20007,0.39601,0.85919,0.97012,0.024555,0.54141,0.3447,0.4006,0.2262,0.33209,0.41495,0.50339,0.5404,0.49254,0.31308,0.34495,0.55063,0.64655,0.51739,0.41073,0.17919,0.39064,0.25527,0.18147,0.19298,0.22512,0.64507,0.40185,0.55893,0.39541,0.57221,0.15141,0.31532,0.36194,0.21829,0.28508,0.19732,0.10083,0.14976,0.2206,0.23123
237.83,-9.0486,0.56093,-1,-0.015462,0.15774,0.26631,0.098343,0.27224,0.19635,0.28782,0.15252,0.25796,0.040182,0.3199,0.37654,0.012893,0.09486,0.24063,-0.12281,0.45762,0.83055,0.83725,0.041219,0.52481,0.42303,0.37508,0.23324,0.30732,0.33107,0.42228,0.59373,0.44447,0.34812,0.31923,0.57142,0.66322,0.52016,0.46154,0.23764,0.44743,0.24881,0.22482,0.16596,0.11462,0.5883,0.39473,0.54424,0.30315,0.53506,0.15898,0.30085,0.37402,0.20606,0.2887,0.24863,0.089573,0.18149,0.23054,0.21241
238,-9.0532,0.54998,-1,-0.030473,0.15446,0.25558,0.12366,0.31559,0.18367,0.28363,0.10302,0.23904,0.062916,0.30518,0.36887,0.013894,0.094359,0.31207,-0.016885,0.49343,0.81514,0.69696,0.064941,0.50821,0.50137,0.36502,0.18424,0.29626,0.24719,0.34446,0.61088,0.3957,0.45267,0.27564,0.58017,0.6192,0.49254,0.5283,0.37407,0.50422,0.22154,0.26836,0.14226,0.0041288,0.52398,0.35102,0.5147,0.21076,0.44637,0.16637,0.30419,0.37983,0.18749,0.31513,0.29994,0.086637,0.19767,0.21883,0.19395
238.16,-9.0566,0.54708,-1,0.0098159,0.12588,0.24193,0.15257,0.3311,0.15605,0.2741,0.077771,0.20436,0.10641,0.3235,0.27242,0.0056784,0.12444,0.42183,0.10714,0.52739,0.70309,0.54005,0.11424,0.48187,0.5464,0.34495,0.15059,0.28521,0.17108,0.2774,0.63131,0.33714,0.55722,0.22809,0.55382,0.53427,0.45384,0.57636,0.55243,0.46402,0.20508,0.28755,0.11231,-0.09505,0.45226,0.28641,0.43528,0.1265,0.34646,0.17358,0.32267,0.42902,0.17481,0.34898,0.35948,0.15234,0.20545,0.16957,0.19033
238.33,-9.0472,0.53378,-1,0.04076,0.097312,0.20699,0.18512,0.31648,0.1339,0.25613,0.07824,0.18328,0.15437,0.32272,0.16789,-0.0025375,0.1633,0.5316,0.21817,0.56235,0.61578,0.41488,0.15187,0.45553,0.59144,0.31435,0.094537,0.26861,0.096478,0.22253,0.66146,0.28991,0.62673,0.15,0.50624,0.45372,0.37163,0.60692,0.72798,0.44222,0.18428,0.28833,0.085945,-0.13935,0.38128,0.21428,0.3124,0.074845,0.2745,0.17928,0.32459,0.49087,0.16184,0.39204,0.41902,0.22269,0.21323,0.12031,0.19574
238.5,-9.0433,0.5263,-1,0.10326,0.08736,0.17328,0.206,0.28706,0.096581,0.25175,0.11994,0.18431,0.19954,0.32194,0.075834,0.0075682,0.19689,0.60373,0.21219,0.58767,0.51062,0.41265,0.18224,0.39987,0.66035,0.27349,0.052795,0.2425,0.076167,0.17387,0.68744,0.25387,0.70541,0.071919,0.44641,0.37783,0.27851,0.60535,0.86203,0.3686,0.21228,0.28911,0.096379,-0.1523,0.30317,0.15024,0.20774,0.035285,0.21996,0.14561,0.29099,0.54554,0.1854,0.42864,0.44406,0.28665,0.18913,0.1283,0.20841
238.66,-9.0428,0.52765,-1,0.1546,0.082856,0.17827,0.21803,0.25765,0.06916,0.25643,0.17253,0.20985,0.2313,0.31383,0.02738,0.016336,0.22319,0.55758,0.20397,0.57136,0.42615,0.4577,0.20052,0.35605,0.65781,0.21483,0.037417,0.20714,0.11274,0.19548,0.71342,0.20202,0.78409,0.026505,0.383,0.32908,0.20245,0.55153,0.84572,0.27643,0.23593,0.28989,0.095929,-0.092131,0.26684,0.12964,0.11625,0.051402,0.20754,0.10789,0.24373,0.60952,0.24245,0.44199,0.47091,0.34495,0.16621,0.1623,0.22108
238.83,-9.0456,0.52514,-1,0.20586,0.095824,0.20532,0.22652,0.26663,0.061806,0.27433,0.21483,0.24362,0.24522,0.30571,-0.0069848,0.026441,0.24751,0.51033,0.19702,0.55693,0.3304,0.51886,0.21429,0.31222,0.65527,0.16542,0.050313,0.15282,0.14932,0.20096,0.69085,0.15087,0.71912,0.021778,0.31702,0.30497,0.13746,0.48457,0.7362,0.18426,0.25813,0.29197,0.092113,-0.031967,0.22099,0.11656,0.053671,0.073896,0.21096,0.062095,0.21348,0.66278,0.29797,0.4458,0.47416,0.39491,0.14742,0.20854,0.22005
239,-9.0384,0.51622,-1,0.24167,0.14776,0.24776,0.23042,0.2847,0.069394,0.29378,0.2419,0.27738,0.24857,0.24729,-0.033289,0.088301,0.25772,0.44548,0.20942,0.5425,0.30485,0.59578,0.21505,0.24591,0.66618,0.12602,0.071394,0.078755,0.18711,0.19464,0.66183,0.12223,0.62853,0.012533,0.26316,0.25149,0.065805,0.4291,0.59454,0.16494,0.24901,0.29386,0.089927,0.017295,0.16444,0.10349,0.025648,0.093975,0.26304,0.010811,0.18455,0.66358,0.342,0.44466,0.51148,0.42804,0.13818,0.27541,0.21902
239.17,-9.0347,0.50566,-1,0.28682,0.1997,0.30621,0.23914,0.31027,0.056846,0.29938,0.23996,0.26931,0.2471,0.15912,-0.05268,0.15367,0.26266,0.38062,0.26218,0.49116,0.2793,0.65877,0.21581,0.18295,0.61068,0.1054,0.079174,0.0083773,0.20564,0.17613,0.63307,0.10607,0.52651,0.00059794,0.2244,0.17768,0.0032176,0.36312,0.48098,0.16942,0.2399,0.3043,0.08415,0.049742,0.11515,0.08996,0.045721,0.12358,0.30391,-0.040472,0.17068,0.65024,0.37925,0.42567,0.54688,0.45478,0.13806,0.33291,0.20895
239.33,-9.0197,0.49448,-1,0.26704,0.22814,0.36466,0.23814,0.32543,0.057637,0.27316,0.24703,0.24615,0.25445,0.070953,-0.073922,0.18664,0.27675,0.35678,0.31495,0.4102,0.25375,0.69146,0.22926,0.15298,0.53129,0.10415,0.086954,-0.052496,0.21462,0.15951,0.61471,0.086375,0.42675,-0.011337,0.21373,0.099211,-0.048468,0.27451,0.37797,0.24419,0.18837,0.31455,0.0649,0.056712,0.096316,0.095013,0.070282,0.14889,0.34629,-0.0565,0.17915,0.65346,0.38885,0.40572,0.59861,0.46323,0.1923,0.33937,0.17986
239.5,-9.0148,0.48509,-1,0.25442,0.23265,0.3738,0.22512,0.30344,0.047959,0.23621,0.23371,0.22578,0.23847,0.085728,-0.089019,0.21961,0.29731,0.37898,0.36197,0.38049,0.26814,0.70883,0.24271,0.17125,0.51194,0.12129,0.08234,-0.09895,0.20289,0.14425,0.59636,0.09055,0.39195,-0.01185,0.22904,0.042398,-0.051665,0.19868,0.32205,0.25105,0.14428,0.32318,0.054301,0.039101,0.0872,0.10007,0.092986,0.15744,0.36908,-0.069929,0.16882,0.64736,0.38697,0.40227,0.60256,0.4551,0.22441,0.33,0.15077
239.67,-9.0023,0.47883,-1,0.23111,0.2197,0.35725,0.21076,0.28712,0.045498,0.20461,0.24501,0.21971,0.23428,0.1005,-0.10412,0.22426,0.32053,0.40118,0.40375,0.36687,0.29382,0.7603,0.24887,0.19428,0.49258,0.14869,0.071829,-0.11375,0.18168,0.14071,0.59848,0.075152,0.43873,-0.010232,0.27028,0.030466,0.025233,0.20653,0.25599,0.20092,0.1268,0.33023,0.043701,0.02071,0.097956,0.1311,0.085943,0.15191,0.36748,-0.063774,0.14149,0.65058,0.3953,0.4179,0.60168,0.44697,0.24559,0.3196,0.14802
239.83,-8.9935,0.46904,-1,0.21391,0.18415,0.3251,0.19608,0.23176,0.03343,0.15993,0.26988,0.21541,0.22626,0.11675,-0.10333,0.19926,0.32462,0.40685,0.43826,0.36362,0.32925,0.87776,0.25478,0.21674,0.48151,0.17222,0.067557,-0.10213,0.14254,0.13384,0.58197,0.044055,0.51112,0.0094917,0.32298,0.059551,0.11987,0.22642,0.18015,0.14017,0.14062,0.33727,0.030888,0.011279,0.12977,0.15917,0.076733,0.13357,0.32843,-0.053506,0.11926,0.66988,0.39342,0.43105,0.56371,0.41815,0.23914,0.29303,0.14528
240,-8.9851,0.46421,-1,0.16418,0.1486,0.29601,0.17163,0.20498,0.038942,0.1291,0.30376,0.23935,0.22207,0.14369,-0.10067,0.17076,0.31974,0.40017,0.47852,0.36937,0.36776,0.99641,0.26069,0.24067,0.51229,0.1986,0.084681,-0.076736,0.1056,0.12262,0.54251,0.015939,0.54748,0.046379,0.38435,0.11619,0.2086,0.26559,0.13158,0.075546,0.18013,0.34033,0.021058,0.0019724,0.16466,0.17695,0.069807,0.1057,0.28703,-0.050799,0.11529,0.69121,0.39214,0.4402,0.53527,0.39598,0.22922,0.277,0.13403
240.16,-8.9864,0.46525,-1,0.14782,0.11736,0.26914,0.15563,0.16224,0.061719,0.10686,0.32864,0.2596,0.215,0.19259,-0.074467,0.14139,0.29736,0.37855,0.51879,0.41205,0.42168,1.1736,0.25371,0.26583,0.52459,0.20436,0.096232,-0.042405,0.068663,0.10951,0.48603,-0.0073307,0.55257,0.095292,0.42989,0.18436,0.29732,0.3188,0.12395,-0.056299,0.21821,0.3434,0.027775,-0.0018804,0.17622,0.16534,0.11488,0.085726,0.25655,-0.050819,0.11836,0.69971,0.37736,0.43635,0.4829,0.39833,0.19155,0.25359,0.13214
240.33,-8.9775,0.4575,-1,0.13234,0.1179,0.25734,0.14037,0.16127,0.090041,0.086151,0.35699,0.26385,0.22848,0.20705,-0.031259,0.10873,0.26683,0.34143,0.58707,0.44741,0.46379,1.3775,0.24673,0.28033,0.47687,0.21779,0.090969,0.011913,0.085841,0.10989,0.44126,-0.013765,0.47754,0.17661,0.45311,0.26461,0.35384,0.36358,0.13643,-0.13136,0.25373,0.32135,0.039901,-0.0056837,0.18827,0.1511,0.1723,0.10861,0.23506,-0.05084,0.13649,0.71347,0.37013,0.41981,0.4159,0.41137,0.17601,0.22173,0.13711
240.5,-8.9834,0.45876,-1,0.1245,0.10371,0.24638,0.12643,0.12316,0.11228,0.06609,0.35398,0.25138,0.22835,0.19528,0.0054661,0.10438,0.23365,0.31063,0.65534,0.45548,0.5216,1.5843,0.22676,0.29503,0.4355,0.22158,0.080021,0.10863,0.16515,0.14669,0.4182,-0.0045588,0.41024,0.24925,0.46503,0.33313,0.37397,0.33781,0.16883,-0.11211,0.28491,0.2994,0.055302,-0.0087065,0.19931,0.13994,0.24418,0.15413,0.25864,-0.034352,0.15462,0.71218,0.34998,0.38621,0.36129,0.41787,0.15994,0.19787,0.14274
240.66,-8.9815,0.45851,-1,0.12657,0.10106,0.22765,0.10245,0.12219,0.14412,0.064713,0.32839,0.23956,0.21052,0.191,0.022393,0.10289,0.21056,0.29306,0.7348,0.44209,0.57134,1.722,0.19675,0.30687,0.39881,0.22926,0.056345,0.19867,0.2534,0.18786,0.39344,0.0098386,0.44566,0.30739,0.48591,0.39635,0.39409,0.31789,0.20123,-0.060209,0.31608,0.2753,0.072425,0.00053673,0.2074,0.13729,0.32811,0.20822,0.28223,0.021914,0.18383,0.69233,0.3385,0.35214,0.31429,0.41756,0.15264,0.17501,0.16119
